City,Date,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,Xylene,AQI,AQI_Bucket
Ahmedabad,2015-07-13,111.77,290.08,11.30,0.24,11.53,5.99,11.30,7.73,4.67,1.72,4.52,0.16,266.07,Poor
Ahmedabad,2015-07-14,151.40,169.05,10.80,0.36,11.16,17.07,10.80,7.80,5.46,0.95,3.54,0.12,271.96,Poor
Ahmedabad,2015-07-15,51.35,118.17,8.00,2.69,10.67,13.16,8.00,10.00,5.76,1.54,4.32,0.35,157.40,Moderate
Ahmedabad,2015-07-16,65.37,142.00,0.64,8.07,8.57,17.38,0.64,16.31,8.02,1.63,4.34,0.28,157.51,Moderate
Ahmedabad,2015-07-17,56.28,142.00,0.60,8.02,8.51,6.66,0.60,18.93,6.20,1.52,3.74,0.29,152.78,Moderate
Ahmedabad,2015-07-18,48.17,142.00,0.65,8.00,8.55,17.38,0.65,18.99,7.97,1.23,4.74,0.12,144.64,Moderate
Ahmedabad,2015-07-19,33.56,76.48,0.72,7.89,8.56,27.92,0.72,11.28,10.18,0.61,3.85,0.08,104.36,Moderate
Ahmedabad,2015-07-20,31.30,75.91,0.55,8.10,8.49,22.30,0.55,10.29,7.44,0.52,2.31,0.06,100.34,Hazardous
Ahmedabad,2015-07-21,48.12,27.12,0.67,7.90,8.43,7.40,0.67,1.28,6.30,5.00,21.75,1.54,109.24,Moderate
Ahmedabad,2015-07-22,57.11,138.78,0.55,8.28,8.42,6.78,0.55,14.58,2.60,2.81,14.53,1.87,155.78,Moderate
Ahmedabad,2015-07-23,34.72,64.09,0.10,9.73,7.88,17.43,0.10,13.62,4.87,1.44,5.22,0.38,106.95,Moderate
Ahmedabad,2015-07-24,29.22,81.53,0.06,9.57,7.77,31.06,0.06,13.58,5.08,1.37,3.65,0.32,102.55,Moderate
Ahmedabad,2015-07-25,29.79,64.09,0.14,8.64,7.97,17.43,0.14,15.11,5.34,0.36,1.05,0.14,100.49,Hazardous
Ahmedabad,2015-07-26,59.95,84.72,0.18,8.78,8.16,6.68,0.18,11.52,2.79,0.52,1.23,0.22,132.25,Moderate
Ahmedabad,2015-07-27,19.20,61.85,1.52,9.45,9.74,13.30,1.52,11.23,4.61,1.29,3.29,0.15,93.44,Satisfactory
Ahmedabad,2015-07-28,19.52,52.77,5.89,11.26,17.15,5.81,5.89,11.56,4.40,0.58,1.44,0.07,111.41,Moderate
Ahmedabad,2015-07-29,35.16,76.19,5.75,10.89,16.64,5.76,5.75,14.70,3.67,1.61,3.71,0.48,135.98,Moderate
Ahmedabad,2015-07-30,33.03,46.77,7.01,10.58,17.58,5.87,7.01,12.95,3.53,1.65,3.96,0.37,130.03,Moderate
Ahmedabad,2015-07-31,40.95,60.82,6.92,10.47,17.39,6.14,6.92,19.80,3.38,2.05,5.08,0.44,149.10,Moderate
Ahmedabad,2015-08-01,40.29,61.60,6.74,10.52,17.26,6.11,6.74,8.27,3.57,1.85,4.34,0.39,134.07,Moderate
Ahmedabad,2015-08-02,41.16,73.81,6.91,10.51,17.42,5.10,6.91,13.48,3.69,1.80,4.23,0.33,144.60,Moderate
Ahmedabad,2015-08-03,36.12,80.76,7.21,11.56,17.07,5.27,7.21,13.62,6.08,1.67,2.85,0.11,142.31,Moderate
Ahmedabad,2015-08-04,28.51,77.46,6.69,20.52,27.21,29.62,6.69,5.69,7.65,1.36,2.17,0.09,127.13,Moderate
Ahmedabad,2015-08-05,31.59,31.20,6.99,20.42,27.41,29.62,6.99,9.23,7.90,0.72,2.29,0.12,124.84,Moderate
Ahmedabad,2015-08-06,42.56,60.27,7.17,20.40,27.57,27.92,7.17,6.28,9.86,1.36,2.94,0.28,139.57,Moderate
Ahmedabad,2015-08-07,48.12,0.03,7.14,20.30,27.45,26.78,7.14,6.77,12.78,1.22,3.39,0.26,131.16,Moderate
Ahmedabad,2015-08-08,37.09,42.26,7.22,20.21,27.42,29.62,7.22,8.66,7.94,0.86,2.98,0.16,133.30,Moderate
Ahmedabad,2015-08-09,33.40,31.20,7.40,20.09,27.50,27.92,7.40,9.95,8.39,0.80,2.13,0.07,128.78,Moderate
Ahmedabad,2015-08-10,38.64,96.81,7.35,20.21,27.55,38.07,7.35,9.74,6.28,1.31,2.80,0.27,148.27,Moderate
Ahmedabad,2015-08-11,40.49,83.60,7.48,20.23,27.71,18.41,7.48,8.92,21.51,1.17,3.00,0.11,146.82,Moderate
Ahmedabad,2015-08-12,41.37,78.41,7.47,20.20,27.68,18.98,7.47,11.73,19.80,1.82,2.85,0.17,149.32,Moderate
Ahmedabad,2015-08-13,44.56,110.27,7.49,20.06,27.55,35.89,7.49,11.23,22.77,1.38,3.36,0.44,157.38,Moderate
Ahmedabad,2015-08-14,65.68,87.97,7.57,19.94,27.51,22.96,7.57,8.21,30.21,3.62,5.79,1.00,170.04,Moderate
Ahmedabad,2015-08-15,33.34,120.15,7.30,20.27,27.57,6.28,7.30,6.41,32.95,0.00,0.00,0.02,142.99,Moderate
Ahmedabad,2015-08-16,39.17,95.09,7.35,20.24,27.58,16.78,7.35,9.17,26.64,0.79,0.76,0.14,145.88,Moderate
Ahmedabad,2015-08-17,34.00,31.21,7.41,20.10,27.51,16.42,7.41,9.64,17.17,1.21,1.80,0.15,128.57,Moderate
Ahmedabad,2015-08-18,36.38,31.21,7.31,20.14,27.45,23.36,7.31,10.65,13.35,2.00,4.33,0.35,132.89,Moderate
Ahmedabad,2015-08-19,38.35,48.09,7.41,20.16,27.57,29.30,7.41,9.33,18.59,1.63,3.74,0.35,135.88,Moderate
Ahmedabad,2015-08-20,38.50,60.28,12.38,19.67,30.02,23.36,12.38,10.37,16.33,1.56,2.97,0.42,160.53,Moderate
Ahmedabad,2015-08-21,39.61,137.72,17.31,14.84,32.15,17.12,17.31,10.76,5.38,1.67,3.17,0.24,198.96,Moderate
Ahmedabad,2015-08-22,61.79,154.45,17.24,14.82,32.06,27.92,17.24,12.39,8.06,0.91,1.81,0.20,223.51,Poor
Ahmedabad,2015-08-23,43.22,167.76,17.17,14.82,31.99,6.20,17.17,11.68,37.87,1.29,3.06,0.14,206.43,Poor
Ahmedabad,2015-08-24,33.41,137.72,17.12,14.86,31.98,6.28,17.12,12.96,86.83,1.08,2.10,0.05,182.93,Moderate
Ahmedabad,2015-08-25,36.90,152.63,17.08,14.85,31.93,6.25,17.08,4.73,54.01,0.91,1.25,0.16,184.61,Moderate
Ahmedabad,2015-08-26,36.36,137.72,17.11,14.79,31.90,6.28,17.11,8.86,77.30,0.00,0.00,0.06,181.37,Moderate
Ahmedabad,2015-08-27,32.64,114.18,17.01,14.84,31.85,6.31,17.01,7.05,62.31,0.00,0.00,0.01,172.11,Moderate
Ahmedabad,2015-08-28,38.23,135.43,17.07,14.89,31.96,6.21,17.07,10.90,55.94,0.00,0.00,0.01,188.28,Moderate
Ahmedabad,2015-08-29,39.86,137.72,16.98,14.83,31.81,6.28,16.98,10.02,96.83,0.00,0.01,0.02,182.55,Moderate
Ahmedabad,2015-08-30,72.74,125.88,17.04,14.84,31.88,18.59,17.04,4.23,99.03,0.00,0.00,0.00,203.07,Poor
Ahmedabad,2015-08-31,43.20,107.32,17.05,14.86,31.91,6.27,17.05,5.96,59.99,0.00,0.00,0.11,179.91,Moderate
Ahmedabad,2015-09-01,63.20,26.90,17.03,14.82,31.85,27.92,17.03,3.69,7.57,0.00,0.00,0.00,182.97,Moderate
Ahmedabad,2015-09-02,64.73,0.02,17.01,14.82,31.83,28.34,17.01,6.45,12.13,0.00,0.00,0.00,180.45,Moderate
Ahmedabad,2015-09-03,65.28,64.74,17.04,14.85,31.89,14.82,17.04,6.13,18.20,0.00,0.00,0.00,196.75,Moderate
Ahmedabad,2015-09-04,67.86,24.66,16.97,14.87,31.84,23.36,16.97,8.87,16.53,0.00,0.00,0.00,191.90,Moderate
Ahmedabad,2015-09-05,52.40,132.23,16.97,14.81,31.78,7.43,16.97,9.89,22.55,0.00,0.00,0.00,204.58,Poor
Ahmedabad,2015-09-06,33.33,120.15,16.95,14.89,31.84,6.28,16.95,6.88,33.58,0.00,0.00,0.00,178.28,Moderate
Ahmedabad,2015-09-07,29.52,137.59,16.94,14.88,31.82,6.13,16.94,8.56,40.65,0.00,0.00,0.02,179.55,Moderate
Ahmedabad,2015-09-08,15.53,71.23,17.00,14.85,31.85,9.18,17.00,15.13,34.18,0.00,0.00,0.00,158.89,Moderate
Ahmedabad,2015-09-09,57.51,0.21,16.31,50.90,67.22,22.92,16.31,8.73,15.39,0.00,10.52,4.88,212.32,Poor
Ahmedabad,2015-09-10,50.24,98.72,9.46,12.31,21.77,14.29,9.46,11.63,13.61,0.00,3.42,0.29,166.86,Moderate
Ahmedabad,2015-09-11,61.77,109.41,8.68,15.43,24.10,29.02,8.68,8.10,18.69,0.00,4.83,0.38,174.41,Moderate
Ahmedabad,2015-09-12,46.93,86.11,7.14,11.47,18.61,6.14,7.14,7.92,19.03,0.00,3.08,0.12,146.05,Moderate
Ahmedabad,2015-09-13,43.01,52.77,6.82,9.96,16.78,5.44,6.82,11.58,20.59,0.00,2.50,0.13,135.41,Moderate
Ahmedabad,2015-09-14,42.06,52.77,8.43,11.35,19.78,16.86,8.43,11.63,28.09,0.00,3.19,0.20,140.32,Moderate
Ahmedabad,2015-09-15,44.94,77.68,7.14,10.94,18.07,6.31,7.14,5.85,59.38,0.00,2.21,0.24,132.24,Moderate
Ahmedabad,2015-09-16,29.58,60.65,6.61,9.94,16.55,25.34,6.61,8.82,42.90,0.00,1.87,0.13,113.84,Moderate
Ahmedabad,2015-09-17,32.15,60.65,6.50,9.70,16.20,35.40,6.50,9.20,39.02,0.00,2.73,0.19,116.14,Moderate
Ahmedabad,2015-09-18,36.33,85.91,7.68,12.88,20.56,37.36,7.68,8.28,43.35,0.00,4.29,0.36,132.96,Moderate
Ahmedabad,2015-09-19,24.46,46.77,8.45,10.99,19.44,13.73,8.45,12.59,44.55,0.00,2.52,0.17,120.13,Moderate
Ahmedabad,2015-09-20,67.45,118.13,17.57,28.56,32.31,23.48,2.25,14.53,34.49,3.28,8.70,3.07,169.58,Moderate
Ahmedabad,2015-09-21,27.08,60.65,9.95,12.25,22.19,28.34,9.95,9.51,12.46,0.00,4.77,0.32,134.58,Moderate
Ahmedabad,2015-09-22,59.29,79.58,9.21,9.68,18.89,6.25,9.21,5.98,7.69,0.00,3.24,0.19,162.94,Moderate
Ahmedabad,2015-09-23,65.32,82.98,10.61,9.62,20.23,6.26,10.61,3.69,4.74,0.00,3.63,0.24,173.33,Moderate
Ahmedabad,2015-09-24,47.39,76.00,9.26,10.48,19.74,17.17,9.26,7.72,7.71,0.00,3.41,0.21,152.36,Moderate
Ahmedabad,2015-09-25,43.88,60.27,8.69,19.75,28.44,28.34,8.69,4.83,11.53,0.00,3.24,0.16,145.57,Moderate
Ahmedabad,2015-09-26,28.35,123.20,9.05,13.62,22.68,14.32,9.05,7.47,15.95,0.00,3.26,0.21,145.72,Moderate
Ahmedabad,2015-09-27,3.59,38.35,11.26,14.17,25.44,21.96,11.26,9.60,20.38,0.00,4.02,0.46,112.77,Moderate
Ahmedabad,2015-09-28,3.04,48.89,16.31,21.50,37.81,27.68,16.31,13.73,30.05,0.02,9.33,0.81,148.52,Moderate
Ahmedabad,2015-09-29,19.14,71.50,10.33,30.60,40.93,8.83,10.33,10.96,29.36,0.00,8.36,1.00,151.20,Moderate
Ahmedabad,2015-09-30,69.12,126.73,8.85,32.41,41.26,29.63,8.85,15.63,28.45,0.00,7.16,0.73,210.02,Poor
Ahmedabad,2015-10-01,76.41,163.68,17.96,34.70,52.67,35.83,17.96,15.44,31.49,0.00,7.51,1.15,263.83,Poor
Ahmedabad,2015-10-02,102.49,161.64,33.31,37.85,71.17,22.56,33.31,27.32,24.85,19.81,51.29,15.05,390.64,Very Poor
Ahmedabad,2015-10-03,127.94,171.13,11.14,28.38,39.52,25.58,11.14,25.59,15.17,8.14,29.23,3.24,309.24,Very Poor
Ahmedabad,2015-10-04,87.18,189.39,7.83,21.51,29.34,47.55,7.83,6.98,23.17,5.59,17.26,2.28,221.45,Poor
Ahmedabad,2015-10-05,99.73,262.63,20.16,30.23,50.39,16.35,20.16,32.74,20.91,8.58,27.22,4.15,348.81,Very Poor
Ahmedabad,2015-10-06,84.15,252.63,15.83,32.10,47.93,10.36,15.83,19.37,23.12,8.34,23.83,4.00,297.68,Poor
Ahmedabad,2015-10-07,92.12,262.63,18.21,32.50,50.71,23.87,18.21,31.75,29.97,6.26,26.40,4.30,332.69,Very Poor
Ahmedabad,2015-10-08,94.02,158.81,27.14,36.97,64.11,22.56,27.14,24.88,23.51,10.85,41.20,6.14,352.25,Very Poor
Ahmedabad,2015-10-09,150.27,306.57,15.90,34.86,50.77,10.91,15.90,26.35,31.96,9.13,37.83,5.06,393.81,Very Poor
Ahmedabad,2015-10-10,118.91,254.76,5.42,29.22,34.64,13.56,5.42,79.47,24.89,6.23,12.93,1.74,348.76,Very Poor
Ahmedabad,2015-10-11,91.41,67.33,5.19,23.45,28.63,7.35,5.19,25.44,6.25,0.69,1.25,0.05,207.27,Poor
Ahmedabad,2015-10-12,95.90,300.81,10.38,33.63,44.01,12.21,10.38,30.06,27.34,3.24,11.06,1.76,304.31,Very Poor
Ahmedabad,2015-10-13,137.87,169.72,20.20,32.98,53.18,25.58,20.20,21.89,17.41,12.76,39.39,12.08,358.50,Very Poor
Ahmedabad,2015-10-14,90.71,220.89,18.12,25.73,43.85,10.22,18.12,17.89,26.02,7.32,43.71,6.04,314.07,Very Poor
Ahmedabad,2015-10-15,108.68,235.19,17.03,32.87,49.90,17.11,17.03,22.59,19.56,12.47,51.84,7.46,345.22,Very Poor
Ahmedabad,2015-10-16,98.79,251.20,17.72,31.20,48.92,16.70,17.72,26.09,30.19,8.22,41.58,5.48,338.12,Very Poor
Ahmedabad,2015-10-17,145.75,127.14,20.61,34.71,55.33,8.90,20.61,24.66,95.94,20.08,51.51,7.31,358.34,Very Poor
Ahmedabad,2015-10-18,179.43,222.36,52.33,39.42,91.75,28.54,52.33,39.15,112.01,31.75,102.65,14.97,591.23,Hazardous
Ahmedabad,2015-10-19,170.52,325.07,15.49,35.22,48.60,42.56,15.49,34.03,53.98,10.76,31.62,4.83,412.07,Severe
Ahmedabad,2015-10-20,203.40,291.66,23.03,36.63,59.66,27.92,23.03,94.30,5.36,0.00,0.00,0.00,529.80,Hazardous
Ahmedabad,2015-10-21,92.71,172.60,12.92,30.65,43.57,18.55,12.92,42.08,72.86,13.33,17.97,5.17,283.60,Poor
Ahmedabad,2015-10-22,64.66,143.01,4.79,23.83,28.61,5.02,4.79,34.40,24.76,6.24,12.04,2.24,210.70,Poor
Ahmedabad,2015-10-23,78.14,122.32,10.58,28.93,39.51,17.09,10.58,44.91,35.56,4.72,8.87,2.28,254.41,Poor
Ahmedabad,2015-10-24,100.17,198.74,32.27,34.16,66.43,33.49,32.27,27.73,23.95,7.62,12.85,5.15,367.81,Very Poor
Ahmedabad,2015-10-25,147.35,287.04,34.64,39.10,73.74,15.42,34.64,46.09,26.43,5.80,5.08,10.16,465.25,Severe
Ahmedabad,2015-10-26,206.89,0.16,145.32,55.67,201.00,22.65,145.32,20.47,38.00,1.69,3.45,36.00,886.32,Hazardous
Ahmedabad,2015-10-27,114.84,171.13,38.09,40.31,78.39,22.74,38.09,22.94,30.19,26.00,72.61,10.84,434.53,Severe
Ahmedabad,2015-10-28,89.64,106.28,5.42,25.75,31.18,9.85,5.42,44.92,43.04,6.48,17.42,2.14,243.23,Poor
Ahmedabad,2015-10-29,51.72,68.33,1.89,21.15,23.04,7.77,1.89,37.31,66.58,3.96,11.10,0.75,163.79,Moderate
Ahmedabad,2015-10-30,54.59,106.28,2.31,18.33,20.64,13.11,2.31,19.08,42.43,3.47,10.25,1.12,156.26,Moderate
Ahmedabad,2015-10-31,46.50,121.15,1.22,12.10,13.32,8.62,1.22,13.73,61.56,1.90,4.50,0.22,129.99,Moderate
Ahmedabad,2015-11-01,67.45,118.13,17.57,28.56,32.31,23.48,2.25,14.53,34.49,3.28,8.70,3.07,169.58,Moderate
Ahmedabad,2015-11-02,122.54,93.65,75.42,44.20,119.62,23.09,75.42,13.78,60.66,73.38,105.07,17.55,560.65,Hazardous
Ahmedabad,2015-11-03,147.18,180.81,33.06,36.87,69.93,9.05,33.06,21.24,131.12,25.83,60.82,9.26,419.35,Severe
Ahmedabad,2015-11-04,214.67,169.72,57.37,42.21,99.57,22.74,57.37,22.18,7.00,41.22,93.71,13.41,620.79,Hazardous
Ahmedabad,2015-11-05,207.13,318.43,28.41,35.31,60.37,8.86,28.41,50.33,14.96,28.86,55.93,8.74,535.58,Hazardous
Ahmedabad,2015-11-06,191.01,333.90,39.61,50.11,89.72,25.58,39.61,40.78,27.90,17.39,60.02,11.13,576.98,Hazardous
Ahmedabad,2015-11-07,192.35,48.04,9.39,29.04,38.43,6.85,9.39,29.18,33.21,22.88,52.49,10.86,347.30,Very Poor
Ahmedabad,2015-11-08,127.64,176.47,6.74,31.91,38.64,23.02,6.74,26.94,47.33,9.55,20.72,4.32,284.35,Poor
Ahmedabad,2015-11-09,67.45,118.13,17.57,28.56,32.31,23.48,2.25,14.53,34.49,3.28,8.70,3.07,169.58,Moderate
Ahmedabad,2015-11-10,67.45,118.13,17.57,28.56,32.31,23.48,2.25,14.53,34.49,3.28,8.70,3.07,169.58,Moderate
Ahmedabad,2015-11-11,67.45,118.13,17.57,28.56,32.31,23.48,2.25,14.53,34.49,3.28,8.70,3.07,169.58,Moderate
Ahmedabad,2015-11-12,67.45,118.13,17.57,28.56,32.31,23.48,2.25,14.53,34.49,3.28,8.70,3.07,169.58,Moderate
Ahmedabad,2015-11-13,67.45,118.13,17.57,28.56,32.31,23.48,2.25,14.53,34.49,3.28,8.70,3.07,169.58,Moderate
Ahmedabad,2015-11-14,67.45,118.13,17.57,28.56,32.31,23.48,2.25,14.53,34.49,3.28,8.70,3.07,169.58,Moderate
Ahmedabad,2015-11-15,67.45,118.13,17.57,28.56,32.31,23.48,2.25,14.53,34.49,3.28,8.70,3.07,169.58,Moderate
Ahmedabad,2015-11-16,67.45,118.13,17.57,28.56,32.31,23.48,2.25,14.53,34.49,3.28,8.70,3.07,169.58,Moderate
Ahmedabad,2015-11-17,67.45,118.13,17.57,28.56,32.31,23.48,2.25,14.53,34.49,3.28,8.70,3.07,169.58,Moderate
Ahmedabad,2015-11-18,67.45,118.13,17.57,28.56,32.31,23.48,2.25,14.53,34.49,3.28,8.70,3.07,169.58,Moderate
Ahmedabad,2015-11-19,67.45,118.13,17.57,28.56,32.31,23.48,2.25,14.53,34.49,3.28,8.70,3.07,169.58,Moderate
Ahmedabad,2015-11-20,67.45,118.13,17.57,28.56,32.31,23.48,2.25,14.53,34.49,3.28,8.70,3.07,169.58,Moderate
Ahmedabad,2015-11-21,67.45,118.13,17.57,28.56,32.31,23.48,2.25,14.53,34.49,3.28,8.70,3.07,169.58,Moderate
Ahmedabad,2015-11-22,67.45,118.13,17.57,28.56,32.31,23.48,2.25,14.53,34.49,3.28,8.70,3.07,169.58,Moderate
Ahmedabad,2015-11-23,67.45,118.13,17.57,28.56,32.31,23.48,2.25,14.53,34.49,3.28,8.70,3.07,169.58,Moderate
Ahmedabad,2015-11-24,67.45,118.13,17.57,28.56,32.31,23.48,2.25,14.53,34.49,3.28,8.70,3.07,169.58,Moderate
Ahmedabad,2015-11-25,67.45,118.13,17.57,28.56,32.31,23.48,2.25,14.53,34.49,3.28,8.70,3.07,169.58,Moderate
Ahmedabad,2015-11-26,67.45,118.13,17.57,28.56,32.31,23.48,2.25,14.53,34.49,3.28,8.70,3.07,169.58,Moderate
Ahmedabad,2015-11-27,67.45,118.13,17.57,28.56,32.31,23.48,2.25,14.53,34.49,3.28,8.70,3.07,169.58,Moderate
Ahmedabad,2015-11-28,67.45,118.13,17.57,28.56,32.31,23.48,2.25,14.53,34.49,3.28,8.70,3.07,169.58,Moderate
Ahmedabad,2015-11-29,67.45,118.13,17.57,28.56,32.31,23.48,2.25,14.53,34.49,3.28,8.70,3.07,169.58,Moderate
Ahmedabad,2015-11-30,67.45,118.13,17.57,28.56,32.31,23.48,2.25,14.53,34.49,3.28,8.70,3.07,169.58,Moderate
Ahmedabad,2015-12-01,67.45,118.13,17.57,28.56,32.31,23.48,2.25,14.53,34.49,3.28,8.70,3.07,169.58,Moderate
Ahmedabad,2015-12-02,67.45,118.13,17.57,28.56,32.31,23.48,2.25,14.53,34.49,3.28,8.70,3.07,169.58,Moderate
Ahmedabad,2015-12-03,67.45,118.13,17.57,28.56,32.31,23.48,2.25,14.53,34.49,3.28,8.70,3.07,169.58,Moderate
Ahmedabad,2015-12-04,67.45,118.13,17.57,28.56,32.31,23.48,2.25,14.53,34.49,3.28,8.70,3.07,169.58,Moderate
Ahmedabad,2015-12-05,67.45,118.13,17.57,28.56,32.31,23.48,2.25,14.53,34.49,3.28,8.70,3.07,169.58,Moderate
Ahmedabad,2015-12-06,67.45,118.13,17.57,28.56,32.31,23.48,2.25,14.53,34.49,3.28,8.70,3.07,169.58,Moderate
Ahmedabad,2015-12-07,67.45,118.13,17.57,28.56,32.31,23.48,2.25,14.53,34.49,3.28,8.70,3.07,169.58,Moderate
Ahmedabad,2015-12-08,67.45,118.13,17.57,28.56,32.31,23.48,2.25,14.53,34.49,3.28,8.70,3.07,169.58,Moderate
Ahmedabad,2015-12-09,67.45,118.13,17.57,28.56,32.31,23.48,2.25,14.53,34.49,3.28,8.70,3.07,169.58,Moderate
Ahmedabad,2015-12-10,67.45,118.13,17.57,28.56,32.31,23.48,2.25,14.53,34.49,3.28,8.70,3.07,169.58,Moderate
Ahmedabad,2015-12-11,67.45,118.13,17.57,28.56,32.31,23.48,2.25,14.53,34.49,3.28,8.70,3.07,169.58,Moderate
Ahmedabad,2015-12-12,67.45,118.13,17.57,28.56,32.31,23.48,2.25,14.53,34.49,3.28,8.70,3.07,169.58,Moderate
Ahmedabad,2015-12-13,67.45,118.13,17.57,28.56,32.31,23.48,2.25,14.53,34.49,3.28,8.70,3.07,169.58,Moderate
Ahmedabad,2015-12-14,67.45,118.13,17.57,28.56,32.31,23.48,2.25,14.53,34.49,3.28,8.70,3.07,169.58,Moderate
Ahmedabad,2015-12-15,67.45,118.13,17.57,28.56,32.31,23.48,2.25,14.53,34.49,3.28,8.70,3.07,169.58,Moderate
Ahmedabad,2015-12-16,67.45,118.13,17.57,28.56,32.31,23.48,2.25,14.53,34.49,3.28,8.70,3.07,169.58,Moderate
Ahmedabad,2015-12-17,67.45,118.13,17.57,28.56,32.31,23.48,2.25,14.53,34.49,3.28,8.70,3.07,169.58,Moderate
Ahmedabad,2015-12-18,67.45,118.13,17.57,28.56,32.31,23.48,2.25,14.53,34.49,3.28,8.70,3.07,169.58,Moderate
Ahmedabad,2015-12-19,67.45,118.13,17.57,28.56,32.31,23.48,2.25,14.53,34.49,3.28,8.70,3.07,169.58,Moderate
Ahmedabad,2015-12-20,67.45,118.13,17.57,28.56,32.31,23.48,2.25,14.53,34.49,3.28,8.70,3.07,169.58,Moderate
Ahmedabad,2015-12-21,67.45,118.13,17.57,28.56,32.31,23.48,2.25,14.53,34.49,3.28,8.70,3.07,169.58,Moderate
Ahmedabad,2015-12-22,67.45,118.13,17.57,28.56,32.31,23.48,2.25,14.53,34.49,3.28,8.70,3.07,169.58,Moderate
Ahmedabad,2015-12-23,67.45,118.13,17.57,28.56,32.31,23.48,2.25,14.53,34.49,3.28,8.70,3.07,169.58,Moderate
Ahmedabad,2015-12-24,67.45,118.13,17.57,28.56,32.31,23.48,2.25,14.53,34.49,3.28,8.70,3.07,169.58,Moderate
Ahmedabad,2015-12-25,67.45,118.13,17.57,28.56,32.31,23.48,2.25,14.53,34.49,3.28,8.70,3.07,169.58,Moderate
Ahmedabad,2015-12-26,67.45,118.13,17.57,28.56,32.31,23.48,2.25,14.53,34.49,3.28,8.70,3.07,169.58,Moderate
Ahmedabad,2015-12-27,67.45,118.13,17.57,28.56,32.31,23.48,2.25,14.53,34.49,3.28,8.70,3.07,169.58,Moderate
Ahmedabad,2015-12-28,67.45,118.13,17.57,28.56,32.31,23.48,2.25,14.53,34.49,3.28,8.70,3.07,169.58,Moderate
Ahmedabad,2015-12-29,67.45,118.13,17.57,28.56,32.31,23.48,2.25,14.53,34.49,3.28,8.70,3.07,169.58,Moderate
Ahmedabad,2015-12-30,67.45,118.13,17.57,28.56,32.31,23.48,2.25,14.53,34.49,3.28,8.70,3.07,169.58,Moderate
Ahmedabad,2015-12-31,67.45,118.13,17.57,28.56,32.31,23.48,2.25,14.53,34.49,3.28,8.70,3.07,169.58,Moderate
Ahmedabad,2016-01-01,67.45,118.13,17.57,28.56,32.31,23.48,2.25,14.53,34.49,3.28,8.70,3.07,169.58,Moderate
Ahmedabad,2016-01-02,67.45,118.13,17.57,28.56,32.31,23.48,2.25,14.53,34.49,3.28,8.70,3.07,169.58,Moderate
Ahmedabad,2016-01-03,67.45,118.13,17.57,28.56,32.31,23.48,2.25,14.53,34.49,3.28,8.70,3.07,169.58,Moderate
Ahmedabad,2016-01-04,67.45,118.13,17.57,28.56,32.31,23.48,2.25,14.53,34.49,3.28,8.70,3.07,169.58,Moderate
Ahmedabad,2016-01-05,67.45,118.13,17.57,28.56,32.31,23.48,2.25,14.53,34.49,3.28,8.70,3.07,169.58,Moderate
Ahmedabad,2016-01-06,67.45,118.13,17.57,28.56,32.31,23.48,2.25,14.53,34.49,3.28,8.70,3.07,169.58,Moderate
Ahmedabad,2016-01-07,67.45,118.13,17.57,28.56,32.31,23.48,2.25,14.53,34.49,3.28,8.70,3.07,169.58,Moderate
Ahmedabad,2016-01-08,67.45,118.13,17.57,28.56,32.31,23.48,2.25,14.53,34.49,3.28,8.70,3.07,169.58,Moderate
Ahmedabad,2016-01-09,67.45,118.13,17.57,28.56,32.31,23.48,2.25,14.53,34.49,3.28,8.70,3.07,169.58,Moderate
Ahmedabad,2016-01-10,67.45,118.13,17.57,28.56,32.31,23.48,2.25,14.53,34.49,3.28,8.70,3.07,169.58,Moderate
Ahmedabad,2016-01-11,67.45,118.13,17.57,28.56,32.31,23.48,2.25,14.53,34.49,3.28,8.70,3.07,169.58,Moderate
Ahmedabad,2016-01-12,67.45,118.13,17.57,28.56,32.31,23.48,2.25,14.53,34.49,3.28,8.70,3.07,169.58,Moderate
Ahmedabad,2016-01-13,67.45,118.13,17.57,28.56,32.31,23.48,2.25,14.53,34.49,3.28,8.70,3.07,169.58,Moderate
Ahmedabad,2016-01-14,67.45,118.13,17.57,28.56,32.31,23.48,2.25,14.53,34.49,3.28,8.70,3.07,169.58,Moderate
Ahmedabad,2016-01-15,67.45,118.13,17.57,28.56,32.31,23.48,2.25,14.53,34.49,3.28,8.70,3.07,169.58,Moderate
Ahmedabad,2016-01-16,67.45,118.13,17.57,28.56,32.31,23.48,2.25,14.53,34.49,3.28,8.70,3.07,169.58,Moderate
Ahmedabad,2016-01-17,67.45,118.13,17.57,28.56,32.31,23.48,2.25,14.53,34.49,3.28,8.70,3.07,169.58,Moderate
Ahmedabad,2016-01-18,67.45,118.13,17.57,28.56,32.31,23.48,2.25,14.53,34.49,3.28,8.70,3.07,169.58,Moderate
Ahmedabad,2016-01-19,67.45,118.13,17.57,28.56,32.31,23.48,2.25,14.53,34.49,3.28,8.70,3.07,169.58,Moderate
Ahmedabad,2016-01-20,67.45,118.13,17.57,28.56,32.31,23.48,2.25,14.53,34.49,3.28,8.70,3.07,169.58,Moderate
Ahmedabad,2016-01-21,67.45,118.13,17.57,28.56,32.31,23.48,2.25,14.53,34.49,3.28,8.70,3.07,169.58,Moderate
